2026-04-19 18:41:24,804 | INFO     | ======================================================================
2026-04-19 18:41:24,804 | INFO     | 🔍 VPN KEY CHECKER - Начало проверки
2026-04-19 18:41:24,804 | INFO     | ⏰ Время старта: 2026-04-19 18:41:24
2026-04-19 18:41:24,804 | INFO     | 📂 Рабочая директория: /home/runner/work/vpn-vless-configs-russia/vpn-vless-configs-russia
2026-04-19 18:41:24,804 | INFO     | ======================================================================
2026-04-19 18:41:24,804 | INFO     | 
2026-04-19 18:41:24,804 | INFO     | 🔍 Проверка наличия скриптов...
2026-04-19 18:41:24,805 | INFO     |   ✅ mirror.py
2026-04-19 18:41:24,805 | INFO     |   ✅ filter_ru_sni.py
2026-04-19 18:41:24,805 | INFO     |   ✅ filter_ru_sni_local.py
2026-04-19 18:41:24,805 | INFO     | 
2026-04-19 18:41:24,805 | INFO     | 
2026-04-19 18:41:24,805 | INFO     | ──────────────────────────────────────────────────────────────────────
2026-04-19 18:41:24,805 | INFO     | 📌 ЭТАП: Загрузка и geo-фильтрация
2026-04-19 18:41:24,805 | INFO     | ──────────────────────────────────────────────────────────────────────
2026-04-19 18:41:24,805 | INFO     | 🚀 Запуск mirror.py (Загрузка и фильтрация по РФ/СНГ/Европа)...
2026-04-19 18:42:51,181 | INFO     |   → 🚀 Старт: всего источников (старые + новые): 733
2026-04-19 18:42:51,182 | INFO     |   → 1/733: ✅ 13 взято | 🗑️ 242 мусор
2026-04-19 18:42:51,182 | INFO     |   → 2/733: ✅ 0 взято | 🗑️ 0 мусор
2026-04-19 18:42:51,182 | INFO     |   → 3/733: ✅ 0 взято | 🗑️ 0 мусор
2026-04-19 18:42:51,182 | INFO     |   → 4/733 ❌ HTTP 404 — https://cdn.jsdelivr.net/gh/cry0ice/genode@main/public/all.txt
2026-04-19 18:42:51,182 | INFO     |   → 5/733 ❌ HTTP 404 — https://cdn.jsdelivr.net/gh/cry0ice/genode@main/public/ss.txt
2026-04-19 18:42:51,182 | INFO     |   → 6/733 ❌ HTTP 404 — https://cdn.jsdelivr.net/gh/cry0ice/genode@main/public/ssr.txt
2026-04-19 18:42:51,182 | INFO     |   → 7/733 ❌ HTTP 404 — https://cdn.jsdelivr.net/gh/cry0ice/genode@main/public/trojan.txt
2026-04-19 18:42:51,182 | INFO     |   → 8/733 ❌ HTTP 404 — https://cdn.jsdelivr.net/gh/cry0ice/genode@main/public/vless.txt
2026-04-19 18:42:51,182 | INFO     |   → 9/733 ❌ HTTP 404 — https://cdn.jsdelivr.net/gh/cry0ice/genode@main/public/vmess.txt
2026-04-19 18:42:51,182 | INFO     |   → 10/733: ✅ 0 взято | 🗑️ 0 мусор
2026-04-19 18:42:51,182 | INFO     |   → 11/733: ✅ 0 взято | 🗑️ 0 мусор
2026-04-19 18:42:51,182 | INFO     |   → 12/733: ✅ 0 взято | 🗑️ 0 мусор
2026-04-19 18:42:51,182 | INFO     |   → 13/733: ✅ 0 взято | 🗑️ 0 мусор
2026-04-19 18:42:51,182 | INFO     |   → 14/733: ✅ 0 взято | 🗑️ 0 мусор
2026-04-19 18:42:51,182 | INFO     |   → 15/733: ✅ 0 взято | 🗑️ 0 мусор
